Country_Region,Province_State,Confirmed,Deaths,
US,Virginia,1709,20,
US,Virginia,6254,76,
US,Virginia,10165,184,
US,Virginia,7417,137,
US,Virginia,9674,104,
US,Washington,4898,38,
US,Washington,4442,64,
US,Washington,51837,461,
US,Washington,19911,156,
US,Washington,11080,128,
US,Washington,85592,768,
US,Washington,605,15,
US,Washington,22186,339,
US,Washington,10975,66,
US,Washington,1388,28,
US,Washington,32097,211,
US,Washington,383,7,
US,Washington,25437,209,
US,Washington,16025,195,
US,Washington,9824,71,
US,Washington,2897,28,
US,Washington,368240,2576,
US,Washington,38728,323,
US,Washington,8083,58,
US,Washington,3437,43,
US,Washington,17277,236,
US,Washington,2185,27,
US,Washington,12106,132,
US,Washington,8328,117,
US,Washington,3348,54,
US,Washington,2463,33,
US,Washington,188804,1344,
US,Washington,1167,2,
US,Washington,21808,191,
US,Washington,1470,11,
US,Washington,147591,1074,
US,Washington,121437,1330,
US,Washington,7958,139,
US,Washington,45941,384,
US,Washington,3297,7,
US,Washington,518,6,
US,Washington,14989,140,
US,Washington,36663,278,
US,Washington,8621,90,
US,Washington,70747,754,
US,West Virginia,4759,74,
US,West Virginia,35455,270,
US,West Virginia,6539,74,
US,West Virginia,3839,42,
US,West Virginia,4954,103,
US,West Virginia,27196,362,
US,West Virginia,1819,13,
US,West Virginia,2333,38,
US,West Virginia,2138,18,
US,West Virginia,12950,183,
US,West Virginia,2083,18,
US,West Virginia,3753,56,
US,West Virginia,9383,148,
US,West Virginia,5796,69,
US,West Virginia,6657,140,
US,West Virginia,4169,49,
US,West Virginia,19655,243,
US,West Virginia,6832,132,
US,West Virginia,14112,132,
US,West Virginia,46887,692,
US,West Virginia,5268,80,
US,West Virginia,5478,73,
US,West Virginia,9521,178,
US,West Virginia,14794,174,
US,West Virginia,8813,151,
US,West Virginia,6590,89,
US,West Virginia,5526,64,
US,West Virginia,16770,252,
US,West Virginia,7812,155,
US,West Virginia,7862,119,
US,West Virginia,24344,192,
US,West Virginia,4164,41,
US,West Virginia,4212,68,
US,West Virginia,7239,92,
US,West Virginia,10987,158,
US,West Virginia,1927,17,
US,West Virginia,2056,34,
US,West Virginia,1999,27,
US,West Virginia,9165,131,
US,West Virginia,16521,171,
US,West Virginia,22425,319,
US,West Virginia,9312,78,
US,West Virginia,2405,30,
US,West Virginia,3121,37,
US,West Virginia,2775,50,
US,West Virginia,4465,69,
US,West Virginia,1960,34,
US,West Virginia,2187,31,
US,West Virginia,0,0,
US,West Virginia,6764,88,
US,West Virginia,9757,114,
US,West Virginia,2219,29,
US,West Virginia,4282,81,
US,West Virginia,1434,23,
US,West Virginia,22031,337,
US,West Virginia,6912,102,
US,Wisconsin,4606,53,
US,Wisconsin,3247,36,
US,Wisconsin,13386,139,
US,Wisconsin,3235,38,
US,Wisconsin,83600,495,
US,Wisconsin,3432,12,
US,Wisconsin,3942,41,
US,Wisconsin,14423,117,
US,Wisconsin,18549,176,
US,Wisconsin,7605,117,
US,Wisconsin,15122,124,
US,Wisconsin,4207,28,
US,Wisconsin,122746,491,
US,Wisconsin,26937,317,
US,Wisconsin,6923,64,
US,Wisconsin,11444,74,
US,Wisconsin,13220,70,
US,Wisconsin,29908,180,
US,Wisconsin,1077,15,
US,Wisconsin,31593,250,
US,Wisconsin,2666,50,
US,Wisconsin,12601,143,
US,Wisconsin,8952,52,
US,Wisconsin,5054,60,
US,Wisconsin,5184,26,
US,Wisconsin,1461,47,
US,Wisconsin,5629,41,
US,Wisconsin,21327,229,
US,Wisconsin,7648,64,
US,Wisconsin,43745,616,
US,Wisconsin,5820,56,
US,Wisconsin,34369,169,
US,Wisconsin,3612,22,
US,Wisconsin,5180,81,
US,Wisconsin,6981,144,
US,Wisconsin,20319,183,
US,Wisconsin,39056,477,
US,Wisconsin,11526,114,
US,Wisconsin,3780,55,
US,Wisconsin,1892,13,
US,Wisconsin,267008,2152,
US,Wisconsin,11850,83,
US,Wisconsin,11346,109,
US,Wisconsin,8439,132,
US,Wisconsin,54012,374,
US,Wisconsin,21983,164,
US,Wisconsin,1947,18,
US,Wisconsin,11429,72,
US,Wisconsin,12208,119,
US,Wisconsin,17843,155,
US,Wisconsin,3239,32,
US,Wisconsin,55966,665,
US,Wisconsin,3805,45,
US,Wisconsin,42386,368,
US,Wisconsin,3397,54,
US,Wisconsin,15766,117,
US,Wisconsin,4504,59,
US,Wisconsin,11607,144,
US,Wisconsin,32314,298,
US,Wisconsin,24324,143,
US,Wisconsin,4803,68,
US,Wisconsin,8342,61,
US,Wisconsin,0,0,
US,Wisconsin,5945,91,
US,Wisconsin,5188,87,
US,Wisconsin,26542,274,
US,Wisconsin,3952,45,
US,Wisconsin,37790,311,
US,Wisconsin,111377,1033,
US,Wisconsin,13558,247,
US,Wisconsin,6355,84,
US,Wisconsin,51222,362,
US,Wisconsin,20718,217,
US,Wyoming,9845,47,
US,Wyoming,2573,60,
US,Wyoming,12061,142,
US,Wyoming,4605,51,
US,Wyoming,3130,53,
US,Wyoming,1346,28,
US,Wyoming,13703,183,
US,Wyoming,3602,56,
US,Wyoming,1149,15,
US,Wyoming,1842,19,
US,Wyoming,26020,279,
US,Wyoming,3966,29,
US,Wyoming,22189,265,
US,Wyoming,654,9,
US,Wyoming,6730,136,
US,Wyoming,1898,39,
US,Wyoming,8036,74,
US,Wyoming,1923,27,
US,Wyoming,11029,123,
US,Wyoming,9832,16,
US,Wyoming,5628,37,
US,Wyoming,0,0,
US,Wyoming,2346,43,
US,Wyoming,1579,18,
Uganda,,163513,3593,
Ukraine,Cherkasy Oblast,163768,2973,
Ukraine,Chernihiv Oblast,126202,2751,
Ukraine,Chernivtsi Oblast,150465,3290,
Ukraine,Crimea Republic*,157596,4866,
Ukraine,Dnipropetrovsk Oblast,303551,9454,
Ukraine,Donetsk Oblast,216052,5607,
Ukraine,Ivano-Frankivsk Oblast,181629,3476,
Ukraine,Kharkiv Oblast,305661,6858,
Ukraine,Kherson Oblast,107686,2881,
Ukraine,Khmelnytskyi Oblast,201270,3703,
Ukraine,Kiev,445098,8966,
Ukraine,Kiev Oblast,226220,5019,
Ukraine,Kirovohrad Oblast,45117,1741,
Ukraine,Luhansk Oblast,80033,2392,
Ukraine,Lviv Oblast,303357,6569,
Ukraine,Mykolaiv Oblast,146174,3530,
Ukraine,Odessa Oblast,325462,5917,
Ukraine,Poltava Oblast,179994,4181,
Ukraine,Rivne Oblast,171031,2530,
Ukraine,Sevastopol*,73298,2088,
Ukraine,Sumy Oblast,182268,3208,
Ukraine,Ternopil Oblast,146363,2391,
Ukraine,Vinnytsia Oblast,149845,3546,
Ukraine,Volyn Oblast,132045,2394,
Ukraine,Zakarpattia Oblast,112462,2724,
Ukraine,Zaporizhia Oblast,215070,5866,
Ukraine,Zhytomyr Oblast,192801,3538,
United Arab Emirates,,884354,2302,
United Kingdom,Anguilla,2574,9,
United Kingdom,Bermuda,11850,124,
United Kingdom,British Virgin Islands,6091,62,
United Kingdom,Cayman Islands,19811,18,
United Kingdom,Channel Islands,0,0,
United Kingdom,England,16425663,141391,
United Kingdom,Falkland Islands (Malvinas),116,0,
United Kingdom,Gibraltar,15921,101,
United Kingdom,Guernsey,15630,31,
United Kingdom,Isle of Man,24169,81,
United Kingdom,Jersey,40111,115,
United Kingdom,Montserrat,166,2,
United Kingdom,Northern Ireland,646794,3245,
United Kingdom,Saint Helena,,,
United Kingdom,Scotland,1561034,10947,
United Kingdom,Turks and Caicos Islands,5874,36,
United Kingdom,Unknown,0,0,
United Kingdom,Wales,824485,7041,
Uruguay,,860663,7075,
Uzbekistan,,237059,1637,
Vanuatu,,102,1,
Venezuela,,517720,5655,
Vietnam,,5260495,41157,
West Bank and Gaza,,652966,5594,
Winter Olympics 2022,,535,0,
Yemen,,11783,2139,
Zambia,,314850,3960,
Zimbabwe,,241548,5408,
